item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,new_item_type,outlet_years
FDY02,8.945,Regular,0.08417907,Dairy,261.091,OUT045,2002,Small,Tier 2,Supermarket Type1,8.137069,Food,11
FDG38,8.975,Regular,0.051463842,Canned,86.6224,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.4409966,Food,14
NCG30,20.2,Low Fat,0.10660601,Household,124.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.0215673,Non-Consumables,14
FDO31,6.76,Regular,0.028685357,Fruits and Vegetables,80.696,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.326636,Food,4
NCU42,9.0,Low Fat,0.019357642,Household,168.1474,OUT045,2002,Small,Tier 2,Supermarket Type1,8.345499,Non-Consumables,11
NCG30,20.2,Low Fat,0.10665379,Household,123.1046,OUT045,2002,Small,Tier 2,Supermarket Type1,7.0215673,Non-Consumables,11
NCA30,19.0,Low Fat,0.114140555,Household,189.1872,OUT046,1997,Small,Tier 1,Supermarket Type1,6.340821,Non-Consumables,16
FDF29,15.1,Regular,0.019721838,Frozen Foods,129.431,OUT013,1987,High,Tier 3,Supermarket Type1,8.16207,Food,26
FDI14,14.1,Low Fat,0.08600997,Canned,142.7496,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.168696,Food,14
FDY57,20.2,Regular,0.11461604,Snack Foods,94.9752,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.2021046,Food,14
FDT27,11.395,Regular,0.066957645,Meat,232.9616,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.164915,Food,28
FDM46,7.365,Low Fat,0.14772424,Snack Foods,92.712,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.198438,Food,28
NCD30,19.7,Low Fat,0.017751712,Household,98.1726,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.886252,Non-Consumables,28
FDJ15,11.35,Regular,0.02294429,Dairy,183.3608,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.710142,Food,28
NCW05,20.25,Low Fat,0.13834608,Health and Hygiene,108.8938,OUT045,2002,Small,Tier 2,Supermarket Type1,8.200999,Non-Consumables,11
FDT13,14.85,Low Fat,0.01751236,Canned,187.7214,OUT010,1998,Small,Tier 3,Grocery Store,5.238681,Food,15
NCP06,20.7,Low Fat,0.06362194,Household,149.7366,OUT010,1998,Small,Tier 3,Grocery Store,5.018184,Non-Consumables,15
FDP03,5.15,Regular,0.059495654,Meat,122.1388,OUT045,2002,Small,Tier 2,Supermarket Type1,7.7634196,Food,11
NCM30,19.1,Low Fat,0.11138534,Household,43.2796,OUT019,1985,Small,Tier 1,Grocery Store,3.7203684,Non-Consumables,28
FDK20,12.6,Regular,0.04068413,Fruits and Vegetables,124.3072,OUT013,1987,High,Tier 3,Supermarket Type1,8.521742,Food,26
FDX01,10.1,Low Fat,0.023913682,Canned,114.915,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.936074,Food,14
FDV57,15.25,Regular,0.06416591,Snack Foods,179.666,OUT017,2007,Small,Tier 2,Supermarket Type1,8.775175,Food,6
FDY34,10.5,Regular,0.010944026,Snack Foods,167.1842,OUT045,2002,Small,Tier 2,Supermarket Type1,8.001059,Food,11
FDP37,15.6,Low Fat,0.22359149,Breakfast,126.9994,OUT019,1985,Small,Tier 1,Grocery Store,5.9545364,Food,28
FDP22,14.65,Regular,0.09450388,Snack Foods,52.8666,OUT035,2004,Small,Tier 2,Supermarket Type1,6.134264,Food,9
FDS25,6.885,Regular,0.13103576,Canned,108.7228,OUT046,1997,Small,Tier 1,Supermarket Type1,7.840716,Food,16
NCY18,7.285,Low Fat,0.030799326,Household,176.0054,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.8734384,Non-Consumables,4
FDO08,11.1,Regular,0.05233685,Fruits and Vegetables,165.1526,OUT013,1987,High,Tier 3,Supermarket Type1,7.299847,Food,26
NCI43,19.85,Low Fat,0.025514666,Household,48.6376,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.425248,Non-Consumables,28
FDH16,10.5,Low Fat,0.05122087,Frozen Foods,89.683,OUT046,1997,Small,Tier 1,Supermarket Type1,6.8964043,Food,16
NCZ05,8.485,Low Fat,0.09692886,Health and Hygiene,104.699,OUT019,1985,Small,Tier 1,Grocery Store,4.636659,Non-Consumables,28
DRE49,20.75,Low Fat,0.021069566,Soft Drinks,151.9024,OUT045,2002,Small,Tier 2,Supermarket Type1,7.9129515,Drinks,11
FDO09,13.5,Regular,0.11748791,Snack Foods,261.091,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.616642,Food,28
FDA08,11.85,Regular,0.048831563,Fruits and Vegetables,164.6526,OUT013,1987,High,Tier 3,Supermarket Type1,7.6675715,Food,26
NCD55,14.0,Low Fat,0.024174241,Household,41.1454,OUT017,2007,Small,Tier 2,Supermarket Type1,6.2212753,Non-Consumables,6
NCR50,20.2,Low Fat,0.011741053,Household,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,8.363518,Non-Consumables,26
NCC06,19.0,Low Fat,0.026669508,Household,127.0336,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.284717,Non-Consumables,14
FDC34,16.0,Regular,0.1592366,Snack Foods,154.5972,OUT013,1987,High,Tier 3,Supermarket Type1,7.533462,Food,26
FDQ49,20.2,Regular,0.06645954,Breakfast,155.563,OUT019,1985,Small,Tier 1,Grocery Store,6.151432,Food,28
FDS60,20.85,Low Fat,0.031907037,Baking Goods,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,7.2710977,Food,26
FDP10,19.0,Low Fat,0.12043156,Snack Foods,107.6622,OUT013,1987,High,Tier 3,Supermarket Type1,7.147045,Food,26
FDW46,13.0,Regular,0.06792811,Snack Foods,64.3484,OUT035,2004,Small,Tier 2,Supermarket Type1,7.704562,Food,9
FDG53,10.0,Low Fat,0.07395198,Frozen Foods,141.618,OUT010,1998,Small,Tier 3,Grocery Store,4.9403415,Food,15
FDP57,17.5,Low Fat,0.051105767,Snack Foods,103.999,OUT035,2004,Small,Tier 2,Supermarket Type1,7.527031,Food,9
NCP43,17.75,Low Fat,0.052036226,Others,181.766,OUT019,1985,Small,Tier 1,Grocery Store,5.191656,Non-Consumables,28
FDW49,19.5,Low Fat,0.07975266,Canned,180.2002,OUT017,2007,Small,Tier 2,Supermarket Type1,8.555242,Food,6
FDA28,16.1,Regular,0.076970816,Frozen Foods,124.2362,OUT010,1998,Small,Tier 3,Grocery Store,5.9335933,Food,15
NCS42,8.6,Low Fat,0.067100875,Household,91.2146,OUT035,2004,Small,Tier 2,Supermarket Type1,7.8454194,Non-Consumables,9
FDP21,7.42,Regular,0.025293594,Snack Foods,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.738716,Food,28
DRJ39,20.25,Low Fat,0.03568183,Dairy,220.1482,OUT046,1997,Small,Tier 1,Supermarket Type1,8.028349,Drinks,16
FDH12,9.6,Low Fat,0.08198009,Baking Goods,105.028,OUT017,2007,Small,Tier 2,Supermarket Type1,7.846462,Food,6
FDQ13,11.1,Low Fat,0.010601755,Canned,83.0908,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.373955,Food,14
NCQ06,13.0,Low Fat,0.041137047,Household,254.7014,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.537002,Non-Consumables,4
FDL40,17.7,Low Fat,0.011490648,Frozen Foods,94.741,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.403181,Food,28
NCE54,20.7,Low Fat,0.0257343,Household,74.3354,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.539498,Non-Consumables,4
FDL58,5.78,Regular,0.11699192,Snack Foods,262.3568,OUT010,1998,Small,Tier 3,Grocery Store,6.6732607,Food,15
FDW38,5.325,Regular,0.13036568,Dairy,53.0298,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.9335933,Food,4
FDD17,7.5,Low Fat,0.0320797,Frozen Foods,238.1906,OUT013,1987,High,Tier 3,Supermarket Type1,8.110027,Food,26
FDK25,11.6,Regular,0.14589584,Breakfast,166.6474,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.345499,Food,14
FDR22,19.35,Regular,0.018304167,Snack Foods,109.9544,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.567346,Food,28
FDU35,6.44,Low Fat,0.05150601,Breads,99.87,OUT045,2002,Small,Tier 2,Supermarket Type1,7.3119197,Food,11
FDR35,12.5,Low Fat,0.02052756,Breads,198.9742,OUT045,2002,Small,Tier 2,Supermarket Type1,6.9031153,Food,11
NCZ18,7.825,Low Fat,0.17128237,Household,253.5698,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.244083,Non-Consumables,4
FDF22,6.865,Low Fat,0.0908666,Snack Foods,212.3218,OUT010,1998,Small,Tier 3,Grocery Store,6.057822,Food,15
FDD17,7.5,Low Fat,0.03217007,Frozen Foods,238.7906,OUT045,2002,Small,Tier 2,Supermarket Type1,8.304183,Food,11
DRD37,9.8,Low Fat,0.013746815,Soft Drinks,45.206,OUT046,1997,Small,Tier 1,Supermarket Type1,7.099826,Drinks,16
FDC08,19.0,Regular,0.09844162,Fruits and Vegetables,225.472,OUT046,1997,Small,Tier 1,Supermarket Type1,8.061237,Food,16
FDU57,8.27,Regular,0.0857686,Snack Foods,150.8708,OUT046,1997,Small,Tier 1,Supermarket Type1,7.786358,Food,16
FDZ58,17.85,Low Fat,0.050938312,Snack Foods,121.8072,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.803902,Food,14
FDY01,11.8,Regular,0.15721852,Canned,116.4834,OUT035,2004,Small,Tier 2,Supermarket Type1,7.579739,Food,9
FDG09,20.6,Regular,0.047009107,Fruits and Vegetables,187.1556,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.454017,Food,4
NCE54,20.7,Low Fat,0.026544414,Household,73.9354,OUT046,1997,Small,Tier 1,Supermarket Type1,6.5178466,Non-Consumables,16
FDB34,15.25,Low Fat,0.026314495,Snack Foods,87.0198,OUT045,2002,Small,Tier 2,Supermarket Type1,7.800636,Food,11
FDT24,12.35,Regular,0.14427567,Baking Goods,76.2328,OUT046,1997,Small,Tier 1,Supermarket Type1,7.3425565,Food,16
FDZ08,12.5,Regular,0.10427068,Fruits and Vegetables,83.0592,OUT013,1987,High,Tier 3,Supermarket Type1,6.61074,Food,26
NCI54,15.2,Low Fat,0.033097465,Household,108.9912,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.5834723,Non-Consumables,14
FDU34,18.25,Low Fat,0.072610706,Snack Foods,122.6046,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.002397,Food,14
FDP23,6.71,Low Fat,0.028079167,Breads,218.9166,OUT013,1987,High,Tier 3,Supermarket Type1,7.7810893,Food,26
NCV29,11.8,Low Fat,0.039216887,Health and Hygiene,176.7686,OUT019,1985,Small,Tier 1,Grocery Store,6.789921,Non-Consumables,28
FDG10,6.63,Regular,0.010827494,Snack Foods,57.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.686639,Food,28
FDZ56,16.25,Low Fat,0.04407634,Fruits and Vegetables,167.5474,OUT019,1985,Small,Tier 1,Grocery Store,6.918383,Food,28
NCL41,12.35,Low Fat,0.04088254,Health and Hygiene,36.3216,OUT035,2004,Small,Tier 2,Supermarket Type1,5.6239195,Non-Consumables,9
FDM39,6.42,Low Fat,0.052047867,Dairy,178.7002,OUT013,1987,High,Tier 3,Supermarket Type1,8.406821,Food,26
NCZ54,14.65,Low Fat,0.08018638,Household,161.3552,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.874592,Non-Consumables,14
FDT59,13.65,Low Fat,0.013189994,Breads,229.4668,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.484195,Food,14
FDV20,20.2,Regular,0.05831137,Fruits and Vegetables,128.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.243403,Food,4
NCE43,12.5,Low Fat,0.09896475,Household,172.2448,OUT017,2007,Small,Tier 2,Supermarket Type1,7.536307,Non-Consumables,6
FDP15,15.2,Low Fat,0.08022984,Meat,255.433,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.129996,Food,28
FDO16,5.48,Low Fat,0.015055829,Frozen Foods,82.225,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.717385,Food,4
NCP41,16.6,Low Fat,0.027987523,Health and Hygiene,109.4596,OUT019,1985,Small,Tier 1,Grocery Store,6.47259,Non-Consumables,28
DRD01,12.1,Regular,0.059494194,Soft Drinks,56.2614,OUT045,2002,Small,Tier 2,Supermarket Type1,6.3146596,Drinks,11
FDM56,16.7,Low Fat,0.06820861,Fruits and Vegetables,107.9912,OUT017,2007,Small,Tier 2,Supermarket Type1,7.25805,Food,6
FDS22,16.85,Regular,0.022936298,Snack Foods,45.9428,OUT045,2002,Small,Tier 2,Supermarket Type1,5.728799,Food,11
FDX20,7.365,Low Fat,0.041742936,Fruits and Vegetables,227.072,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.3125515,Food,14
FDE34,9.195,Low Fat,0.10300926,Snack Foods,183.6634,OUT017,2007,Small,Tier 2,Supermarket Type1,7.7676554,Food,6
FDV50,14.3,Low Fat,0.115621775,Dairy,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,6.8930316,Food,16
NCU17,5.32,Low Fat,0.08930006,Health and Hygiene,101.2674,OUT017,2007,Small,Tier 2,Supermarket Type1,7.7147145,Non-Consumables,6
NCP53,14.75,Low Fat,0.032206822,Health and Hygiene,235.6906,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.649024,Non-Consumables,28
FDW09,13.65,Regular,0.04247132,Snack Foods,80.2302,OUT010,1998,Small,Tier 3,Grocery Store,4.3723574,Food,15
FDW55,12.6,Regular,0.021732034,Fruits and Vegetables,248.6092,OUT046,1997,Small,Tier 1,Supermarket Type1,8.082439,Food,16
NCE31,7.67,Low Fat,0.16885501,Household,33.6216,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.840315,Non-Consumables,28
FDO49,10.6,Regular,0.03251769,Breakfast,49.7008,OUT046,1997,Small,Tier 1,Supermarket Type1,6.8684063,Food,16
FDH34,8.63,Low Fat,0.053013388,Snack Foods,184.6582,OUT019,1985,Small,Tier 1,Grocery Store,5.224446,Food,28
FDJ38,8.6,Regular,0.039386157,Canned,188.553,OUT013,1987,High,Tier 3,Supermarket Type1,8.241455,Food,26
FDG32,19.85,Low Fat,0.16211505,Fruits and Vegetables,224.0772,OUT046,1997,Small,Tier 1,Supermarket Type1,7.350285,Food,16
DRQ35,9.3,Low Fat,0.041651092,Hard Drinks,125.5388,OUT017,2007,Small,Tier 2,Supermarket Type1,7.954475,Drinks,6
FDK25,11.6,Regular,0.24262635,Breakfast,167.8474,OUT019,1985,Small,Tier 1,Grocery Store,5.819771,Food,28
FDD58,7.76,Low Fat,0.05788583,Snack Foods,99.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.5483084,Food,4
FDB15,10.895,Low Fat,0.12820397,Dairy,265.2568,OUT035,2004,Small,Tier 2,Supermarket Type1,8.347237,Food,9
DRF60,10.8,Low Fat,0.03842406,Soft Drinks,238.1564,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.56481,Drinks,4
FDH04,6.115,Regular,0.019716943,Frozen Foods,91.0488,OUT019,1985,Small,Tier 1,Grocery Store,5.6045012,Food,28
FDM04,9.195,Regular,0.04611408,Frozen Foods,52.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.2328763,Food,14
FDO58,19.6,Low Fat,0.038873255,Snack Foods,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.047061,Food,14
FDQ24,15.7,Low Fat,0.07146763,Baking Goods,253.3724,OUT017,2007,Small,Tier 2,Supermarket Type1,8.823965,Food,6
DRP35,18.85,Low Fat,0.08714198,Hard Drinks,127.4336,OUT045,2002,Small,Tier 2,Supermarket Type1,6.7966394,Drinks,11
DRI47,14.7,Low Fat,0.020687304,Hard Drinks,144.5128,OUT013,1987,High,Tier 3,Supermarket Type1,8.104007,Drinks,26
FDF35,15.0,Low Fat,0.14311387,Starchy Foods,108.5938,OUT013,1987,High,Tier 3,Supermarket Type1,7.239588,Food,26
FDP31,21.1,Regular,0.14971654,Fruits and Vegetables,65.0168,OUT046,1997,Small,Tier 1,Supermarket Type1,6.4601674,Food,16
FDQ52,17.0,Low Fat,0.11321377,Frozen Foods,248.3434,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.733688,Food,4
FDM12,16.7,Regular,0.06756872,Baking Goods,188.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,6.337293,Food,9
NCS42,8.6,Low Fat,0.06711314,Household,92.5146,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6042576,Non-Consumables,16
FDO31,6.76,Regular,0.028729934,Fruits and Vegetables,79.296,OUT017,2007,Small,Tier 2,Supermarket Type1,7.019783,Food,6
FDU19,8.77,Regular,0.045710646,Fruits and Vegetables,173.9422,OUT046,1997,Small,Tier 1,Supermarket Type1,8.040434,Food,16
NCE19,8.97,Low Fat,0.088527404,Household,53.4956,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.663515,Non-Consumables,28
FDR16,5.845,Regular,0.09984366,Frozen Foods,213.2218,OUT035,2004,Small,Tier 2,Supermarket Type1,8.891036,Food,9
FDF56,16.7,Regular,0.11306481,Fruits and Vegetables,181.9976,OUT045,2002,Small,Tier 2,Supermarket Type1,8.600233,Food,11
DRJ59,11.65,Low Fat,0.03191058,Hard Drinks,38.8164,OUT010,1998,Small,Tier 3,Grocery Store,4.346824,Drinks,15
FDH16,10.5,Low Fat,0.050979048,Frozen Foods,88.283,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.676563,Food,28
FDI28,14.3,Low Fat,0.026021117,Frozen Foods,78.3302,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.144946,Food,14
FDC58,10.195,Low Fat,0.033073887,Snack Foods,45.7428,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.421946,Food,28
FDU13,8.355,Low Fat,0.17189963,Canned,148.0418,OUT046,1997,Small,Tier 1,Supermarket Type1,7.293982,Food,16
FDX58,13.15,Low Fat,0.042833105,Snack Foods,183.095,OUT046,1997,Small,Tier 1,Supermarket Type1,7.5125904,Food,16
FDU16,19.25,Regular,0.03812791,Frozen Foods,82.5908,OUT045,2002,Small,Tier 2,Supermarket Type1,6.827411,Food,11
FDX35,5.035,Regular,0.07702826,Breads,228.2036,OUT045,2002,Small,Tier 2,Supermarket Type1,7.82594,Food,11
FDL21,15.85,Regular,0.007121,Snack Foods,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,6.683311,Food,16
DRM37,15.35,Low Fat,0.09195691,Soft Drinks,197.3768,OUT013,1987,High,Tier 3,Supermarket Type1,8.116807,Drinks,26
FDR35,12.5,Low Fat,0.02051796,Breads,197.2742,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.238116,Food,14
FDW32,18.35,Regular,0.14655066,Fruits and Vegetables,87.5882,OUT010,1998,Small,Tier 3,Grocery Store,5.1461935,Food,15
FDY34,10.5,Regular,0.010869391,Snack Foods,167.0842,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.774249,Food,28
FDQ44,20.5,Low Fat,0.03547353,Fruits and Vegetables,120.1756,OUT013,1987,High,Tier 3,Supermarket Type1,7.630454,Food,26
DRD24,13.85,Low Fat,0.03037688,Soft Drinks,143.1154,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.844898,Drinks,14
DRE12,4.59,Low Fat,0.057261765,Soft Drinks,111.186,OUT045,2002,Small,Tier 2,Supermarket Type1,7.126928,Drinks,11
NCX29,10.0,Low Fat,0.085331775,Health and Hygiene,147.1102,OUT013,1987,High,Tier 3,Supermarket Type1,7.9780383,Non-Consumables,26
FDS07,12.35,Low Fat,0.09545945,Fruits and Vegetables,113.6518,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.373955,Food,4
FDI27,8.71,Regular,0.04474736,Dairy,43.8744,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.1085787,Food,28
FDL02,20.0,Regular,0.09893701,Canned,107.4622,OUT013,1987,High,Tier 3,Supermarket Type1,7.370188,Food,26
FDN58,13.8,Regular,0.055533156,Snack Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.237196,Food,4
DRK12,9.5,Low Fat,0.041114364,Soft Drinks,33.39,OUT045,2002,Small,Tier 2,Supermarket Type1,6.5962996,Drinks,11
FDC60,5.425,Regular,0.108381115,Baking Goods,88.3514,OUT046,1997,Small,Tier 1,Supermarket Type1,7.949319,Food,16
FDV45,16.75,Low Fat,0.044129293,Snack Foods,187.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.8000903,Food,14
FDB23,19.2,Regular,0.0053460156,Starchy Foods,223.8062,OUT045,2002,Small,Tier 2,Supermarket Type1,8.63811,Food,11
NCA29,10.5,Low Fat,0.026911039,Household,171.3106,OUT046,1997,Small,Tier 1,Supermarket Type1,8.186832,Non-Consumables,16
FDO20,12.85,Regular,0.14214821,Fruits and Vegetables,252.0382,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.303359,Food,4
NCH55,16.35,Low Fat,0.05893543,Household,127.502,OUT019,1985,Small,Tier 1,Grocery Store,5.9388704,Non-Consumables,28
FDO32,6.36,Low Fat,0.114032075,Fruits and Vegetables,45.706,OUT045,2002,Small,Tier 2,Supermarket Type1,6.732101,Food,11
FDS59,14.8,Regular,0.07404175,Breads,111.857,OUT019,1985,Small,Tier 1,Grocery Store,4.6991796,Food,28
FDR59,14.5,Regular,0.061857186,Breads,263.2594,OUT013,1987,High,Tier 3,Supermarket Type1,7.964939,Food,26
FDS55,7.02,Low Fat,0.07819064,Fruits and Vegetables,150.0734,OUT045,2002,Small,Tier 2,Supermarket Type1,8.401604,Food,11
FDT21,7.42,Low Fat,0.020182936,Snack Foods,247.1092,OUT035,2004,Small,Tier 2,Supermarket Type1,8.350703,Food,9
NCR38,17.25,Low Fat,0.10752479,Household,253.5724,OUT046,1997,Small,Tier 1,Supermarket Type1,8.523861,Non-Consumables,16
FDJ22,18.75,Low Fat,0.051564734,Snack Foods,190.6504,OUT045,2002,Small,Tier 2,Supermarket Type1,7.2021046,Food,11
FDB57,20.25,Regular,0.018734874,Fruits and Vegetables,220.5772,OUT017,2007,Small,Tier 2,Supermarket Type1,7.8022704,Food,6
FDR52,12.65,Regular,0.07323309,Frozen Foods,192.3846,OUT013,1987,High,Tier 3,Supermarket Type1,7.555301,Food,26
NCO41,12.5,Low Fat,0.018673424,Health and Hygiene,96.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6814885,Non-Consumables,16
FDG47,12.8,Low Fat,0.11022358,Starchy Foods,261.4252,OUT010,1998,Small,Tier 3,Grocery Store,5.569585,Food,15
FDB44,6.655,Low Fat,0.013463654,Fruits and Vegetables,212.4586,OUT017,2007,Small,Tier 2,Supermarket Type1,7.917085,Food,6
FDY14,10.3,Low Fat,0.06769621,Dairy,263.0226,OUT046,1997,Small,Tier 1,Supermarket Type1,8.349759,Food,16
NCN55,14.6,Low Fat,0.058105692,Others,239.2538,OUT017,2007,Small,Tier 2,Supermarket Type1,8.190162,Non-Consumables,6
FDV48,9.195,Regular,0.050528765,Baking Goods,77.4644,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.2542906,Food,4
FDA21,13.65,Low Fat,0.035322655,Snack Foods,185.2924,OUT035,2004,Small,Tier 2,Supermarket Type1,8.054069,Food,9
FDZ27,7.935,Low Fat,0.017036978,Dairy,51.235,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.7439356,Food,14
FDW58,20.75,Low Fat,0.0075184735,Snack Foods,104.1622,OUT013,1987,High,Tier 3,Supermarket Type1,7.4347267,Food,26
FDH45,15.1,Regular,0.10059719,Fruits and Vegetables,41.6796,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.6648073,Food,14
FDH38,6.425,Low Fat,0.018110996,Canned,115.2808,OUT019,1985,Small,Tier 1,Grocery Store,4.763718,Food,28
FDL43,10.1,Low Fat,0.026704617,Meat,76.367,OUT046,1997,Small,Tier 1,Supermarket Type1,6.6407514,Food,16
FDD38,16.75,Regular,0.008549089,Canned,100.3674,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.514044,Food,28
FDV02,16.75,Low Fat,0.058872275,Dairy,173.0106,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.186832,Food,14
NCF31,9.13,Low Fat,0.05054807,Household,152.8024,OUT046,1997,Small,Tier 1,Supermarket Type1,7.102021,Non-Consumables,16
NCN05,8.235,Low Fat,0.014414189,Health and Hygiene,182.195,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.7749543,Non-Consumables,4
FDZ16,16.85,Regular,0.14818104,Frozen Foods,194.1478,OUT013,1987,High,Tier 3,Supermarket Type1,8.667755,Food,26
NCT18,14.6,Low Fat,0.057435997,Household,181.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.33453,Non-Consumables,28
NCP50,17.35,Low Fat,0.020347536,Others,79.4618,OUT035,2004,Small,Tier 2,Supermarket Type1,7.4800673,Non-Consumables,9
FDW13,8.5,Low Fat,0.15818553,Canned,50.5324,OUT019,1985,Small,Tier 1,Grocery Store,5.3362374,Food,28
NCS53,14.5,Low Fat,0.08644006,Health and Hygiene,159.9604,OUT017,2007,Small,Tier 2,Supermarket Type1,7.704562,Non-Consumables,6
DRG03,14.5,Low Fat,0.06014128,Dairy,153.0998,OUT046,1997,Small,Tier 1,Supermarket Type1,8.501388,Drinks,16
DRE60,9.395,Low Fat,0.14862318,Soft Drinks,227.872,OUT017,2007,Small,Tier 2,Supermarket Type1,7.3680897,Drinks,6
FDK21,7.905,Low Fat,0.009982631,Snack Foods,248.3408,OUT045,2002,Small,Tier 2,Supermarket Type1,6.6214356,Food,11
FDF52,9.3,Low Fat,0.11058289,Frozen Foods,183.3292,OUT019,1985,Small,Tier 1,Grocery Store,5.8995094,Food,28
NCN43,12.15,Low Fat,0.011765945,Others,121.373,OUT019,1985,Small,Tier 1,Grocery Store,5.506737,Non-Consumables,28
FDW13,8.5,Low Fat,0.09338534,Canned,52.5324,OUT046,1997,Small,Tier 1,Supermarket Type1,7.0854373,Food,16
FDW14,8.3,Regular,0.0374926,Dairy,87.7198,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5129538,Food,9
FDG24,7.975,Low Fat,0.014525147,Baking Goods,84.525,OUT046,1997,Small,Tier 1,Supermarket Type1,6.030986,Food,16
FDR19,13.5,Regular,0.14845845,Fruits and Vegetables,145.4102,OUT045,2002,Small,Tier 2,Supermarket Type1,8.160359,Food,11
NCG06,16.35,Low Fat,0.02888165,Household,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.687153,Non-Consumables,28
FDK10,5.785,Regular,0.039558377,Snack Foods,181.366,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5895514,Food,9
DRK12,9.5,Low Fat,0.041260213,Soft Drinks,32.09,OUT017,2007,Small,Tier 2,Supermarket Type1,6.070206,Drinks,6
